amp_fac,server_id,auth,data_item_size,err,implementation,mbz,mode,more,nb_items,request_code,response,seq,version,data
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
53.77777777777778,IP_8080,1,0,0,3,0,7,0,346,16,0,0,4,dummy
53.77777777777778,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
13.444444444444445,IP_8080,1,0,0,3,0,7,0,346,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
53.77777777777778,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
53.77777777777778,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
53.77777777777778,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
53.77777777777778,IP_8080,1,0,0,3,0,7,0,346,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,346,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,346,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,346,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,346,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
53.77777777777778,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,346,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,346,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,346,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,346,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
53.77777777777778,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,346,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,346,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
53.77777777777778,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
53.77777777777778,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,346,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,346,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,346,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,346,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,346,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,346,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
53.77777777777778,IP_8080,1,0,0,3,0,7,0,346,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,376,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,346,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
53.77777777777778,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
53.77777777777778,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
53.77777777777778,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
53.77777777777778,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
53.77777777777778,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
53.77777777777778,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
53.77777777777778,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
53.77777777777778,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
53.77777777777778,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
53.77777777777778,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,346,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,346,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
53.77777777777778,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,346,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,346,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,346,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,346,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
26.88888888888889,IP_8080,1,0,0,3,0,7,0,344,16,0,0,4,dummy
